Protein,Prediction,SP(Sec/SPI),OTHER,CS Position
AN8074,OTHER,0.001534,0.998466,
AN8075,OTHER,0.001265,0.998735,
AN8076,OTHER,0.0011970000000000001,0.9988030000000001,
AN8077,OTHER,0.0005139999999999999,0.9994860000000001,
AN8078,OTHER,0.022253,0.9777469999999999,
AN8079,OTHER,0.002245,0.997755,
AN8080,OTHER,0.003616,0.996384,
AN8081,OTHER,0.067379,0.9326209999999999,
AN11046,SP(Sec/SPI),0.9924370000000001,0.007562999999999999,CS pos: 21-22. VGA-TP. Pr: 0.8241
AN11034,OTHER,0.000796,0.9992040000000001,
AN11047,OTHER,0.000772,0.9992280000000001,
AN8083,OTHER,0.027047,0.9729530000000001,
AN8084,OTHER,0.35625100000000004,0.643749,
AN8085,OTHER,0.001403,0.998597,
AN8086,SP(Sec/SPI),0.990049,0.009951,CS pos: 18-19. TSA-AF. Pr: 0.5348
AN8088,OTHER,0.0023309999999999997,0.997669,
AN8089,OTHER,0.002722,0.9972780000000001,
AN8090,OTHER,0.0022440000000000003,0.997756,
AN8091,OTHER,0.000535,0.9994649999999999,
AN8092,OTHER,0.008458,0.991542,
AN8093,OTHER,0.000321,0.9996790000000001,
AN8094,SP(Sec/SPI),0.9832049999999999,0.016794999999999997,CS pos: 18-19. AYA-AS. Pr: 0.8574
AN8095,OTHER,0.001371,0.9986290000000001,
AN11035,OTHER,0.000371,0.9996290000000001,
AN11043,OTHER,0.0018399999999999998,0.99816,
AN11044,OTHER,0.209391,0.790609,
AN11036,OTHER,0.0009480000000000001,0.999052,
AN11051,OTHER,0.06400499999999999,0.935995,
AN11048,SP(Sec/SPI),0.9675809999999999,0.032418999999999996,CS pos: 21-22. ATA-SD. Pr: 0.7513
AN8098,OTHER,0.002268,0.997732,
AN8099,SP(Sec/SPI),0.9938969999999999,0.006103,CS pos: 22-23. IHG-AP. Pr: 0.9632
AN8100,OTHER,0.00073,0.9992700000000001,
AN8101,OTHER,0.001181,0.998819,
AN8102,SP(Sec/SPI),0.6357520000000001,0.364248,CS pos: 15-16. AAA-VN. Pr: 0.4535
AN8103,OTHER,0.001797,0.9982030000000001,
AN8104,OTHER,0.008479,0.9915209999999999,
AN8105,OTHER,0.0009720000000000001,0.999028,
AN8106,OTHER,0.0008730000000000001,0.9991270000000001,
AN11037,OTHER,0.001736,0.9982639999999999,
AN11049,OTHER,0.002477,0.9975229999999999,
AN8108,OTHER,0.001925,0.998075,
AN11941,OTHER,0.001515,0.9984850000000001,
AN11942,OTHER,0.000543,0.9994569999999999,
AN8110,OTHER,0.001648,0.998352,
AN8111,OTHER,0.004353,0.995647,
AN8112,OTHER,0.319496,0.680504,
AN8113,OTHER,0.0012050000000000001,0.9987950000000001,
AN8114,OTHER,0.100018,0.899982,
AN8115,OTHER,0.002937,0.9970629999999999,
AN8116,OTHER,0.0008029999999999999,0.9991969999999999,
AN8117,OTHER,0.00074,0.99926,
AN8118,OTHER,0.000223,0.999777,
AN8119,OTHER,0.373101,0.626899,
AN8120,OTHER,0.0005639999999999999,0.9994360000000001,
AN8121,OTHER,0.000964,0.999036,
AN8122,OTHER,0.0008150000000000001,0.999185,
AN8123,OTHER,0.002993,0.997007,
AN8124,OTHER,0.002397,0.997603,
AN8125,OTHER,0.001438,0.9985620000000001,
AN11050,OTHER,0.002349,0.9976510000000001,
AN11038,OTHER,0.000606,0.999394,
AN8127,OTHER,0.003282,0.996718,
AN8128,OTHER,0.003766,0.9962340000000001,
AN8129,OTHER,0.001198,0.9988020000000001,
AN9506,OTHER,0.001431,0.998569,
AN12449,OTHER,0.002755,0.997245,
AN8130,OTHER,0.0013650000000000001,0.998635,
AN8131,OTHER,0.013108000000000002,0.986892,
AN12406,OTHER,0.0018579999999999998,0.998142,
AN8132,OTHER,0.000729,0.9992709999999999,
AN8133,OTHER,0.087172,0.9128280000000001,
AN8134,OTHER,0.000349,0.9996510000000001,
AN8135,OTHER,0.0035090000000000004,0.996491,
AN8136,OTHER,0.000603,0.999397,
AN8137,OTHER,0.001041,0.998959,
AN8138,SP(Sec/SPI),0.82893,0.17107,CS pos: 23-24. GHG-SL. Pr: 0.2797
AN12440,OTHER,0.000791,0.999209,
AN8139,OTHER,0.0898,0.9102,
AN8140,OTHER,0.037207,0.962793,
AN8141,OTHER,0.003547,0.996453,
AN8142,OTHER,0.010971,0.989029,
AN8143,OTHER,0.001371,0.9986290000000001,
AN8144,OTHER,0.001176,0.9988239999999999,
AN8145,OTHER,0.008284999999999999,0.991715,
AN8146,OTHER,0.000344,0.999656,
AN8147,OTHER,0.000737,0.9992629999999999,
AN8148,OTHER,0.018713999999999998,0.9812860000000001,
AN8149,SP(Sec/SPI),0.9812360000000001,0.018764,CS pos: 19-20. AQG-RA. Pr: 0.5316
AN8150,OTHER,0.01287,0.98713,
AN8151,OTHER,0.0018329999999999998,0.998167,
AN8152,SP(Sec/SPI),0.999239,0.0007610000000000001,CS pos: 18-19. VSA-SS. Pr: 0.6817
AN8153,OTHER,0.001207,0.998793,
AN8154,SP(Sec/SPI),0.9626290000000001,0.037370999999999995,CS pos: 25-26. TNA-VP. Pr: 0.8911
AN8155,OTHER,0.00164,0.99836,
AN11590,OTHER,0.006205,0.9937950000000001,
AN12169,OTHER,0.000625,0.999375,
AN12170,OTHER,0.0005610000000000001,0.999439,
AN8157,OTHER,0.018119999999999997,0.98188,
AN8158,OTHER,0.0009140000000000001,0.999086,
AN8159,OTHER,0.000359,0.999641,
AN8160,OTHER,0.08241799999999999,0.917582,
AN8161,OTHER,0.000491,0.999509,
AN8162,SP(Sec/SPI),0.990584,0.009415999999999999,CS pos: 24-25. ALA-TP. Pr: 0.8983
AN8163,OTHER,0.003698,0.996302,
AN8164,OTHER,0.000544,0.9994559999999999,
AN8165,OTHER,0.0006320000000000001,0.999368,
AN8166,OTHER,0.0191,0.9809,
AN8167,SP(Sec/SPI),0.5466989999999999,0.453301,CS pos: 24-25. ADA-FW. Pr: 0.4951
AN8168,OTHER,0.001189,0.998811,
AN8169,OTHER,0.003031,0.9969690000000001,
AN8170,OTHER,0.000618,0.999382,
AN12171,OTHER,0.000417,0.999583,
AN12172,OTHER,0.001766,0.9982340000000001,
AN8172,OTHER,0.001116,0.998884,
AN8173,OTHER,0.0008939999999999999,0.9991059999999999,
AN8174,SP(Sec/SPI),0.73493,0.26507,CS pos: 23-24. VSN-RR. Pr: 0.2270
AN8175,SP(Sec/SPI),0.9807620000000001,0.019237999999999998,CS pos: 19-20. VDA-HM. Pr: 0.8333
AN8176,OTHER,0.002529,0.9974709999999999,
AN11595,OTHER,0.0030629999999999998,0.9969370000000001,
AN8177,OTHER,0.000657,0.999343,
AN8178,OTHER,0.002223,0.997777,
AN8179,OTHER,0.000849,0.999151,
AN8180,OTHER,0.001053,0.9989469999999999,
AN8181,OTHER,0.0014060000000000001,0.9985940000000001,
AN12173,OTHER,0.000825,0.999175,
AN8182,OTHER,0.000664,0.9993360000000001,
AN8183,OTHER,0.0023079999999999997,0.997692,
AN8184,SP(Sec/SPI),0.9959870000000001,0.004013,CS pos: 25-26. TDT-TP. Pr: 0.7130
AN11053,OTHER,0.000768,0.999232,
AN11052,OTHER,0.001743,0.998257,
AN8186,OTHER,0.007104000000000001,0.9928959999999999,
AN8187,OTHER,0.00027,0.9997299999999999,
AN8188,OTHER,0.0006900000000000001,0.99931,
AN8189,OTHER,0.000672,0.9993280000000001,
AN8190,OTHER,0.002595,0.9974049999999999,
AN8191,OTHER,0.001041,0.998959,
AN8192,OTHER,0.001519,0.998481,
AN8193,OTHER,0.000664,0.9993360000000001,
AN9460,OTHER,0.143426,0.856574,
AN12426,OTHER,0.22521599999999997,0.774784,
AN9461,OTHER,0.000711,0.999289,
AN12427,OTHER,0.00035299999999999996,0.999647,
AN8194,SP(Sec/SPI),0.994376,0.0056240000000000005,CS pos: 20-21. VTA-TA. Pr: 0.5242
AN8195,OTHER,0.0010550000000000002,0.9989450000000001,
AN8196,SP(Sec/SPI),0.970873,0.029126999999999997,CS pos: 25-26. TFA-NP. Pr: 0.8278
AN8197,OTHER,0.014374000000000001,0.985626,
AN8198,OTHER,0.0007509999999999999,0.9992489999999999,
AN8199,OTHER,0.012612,0.9873879999999999,
AN11597,OTHER,0.007790999999999999,0.992209,
AN8200,OTHER,0.001086,0.998914,
AN8201,OTHER,0.001275,0.998725,
AN8202,OTHER,0.0005,0.9995,
AN8203,OTHER,0.107529,0.8924709999999999,
AN8204,OTHER,0.000499,0.999501,
AN8205,OTHER,0.0005009999999999999,0.999499,
AN8206,OTHER,0.004943,0.995057,
AN8207,OTHER,0.001074,0.998926,
AN8208,OTHER,0.000595,0.9994049999999999,
AN8209,OTHER,0.000307,0.999693,
AN12403,OTHER,0.002102,0.997898,
AN12404,OTHER,0.000629,0.9993709999999999,
AN8211,OTHER,0.001206,0.9987940000000001,
AN8212,OTHER,0.000974,0.999026,
AN8213,OTHER,0.000462,0.9995379999999999,
AN8214,OTHER,0.001482,0.998518,
AN8215,OTHER,0.000495,0.999505,
AN12343,OTHER,0.002084,0.997916,
AN8216,OTHER,0.0005099999999999999,0.99949,
AN11054,SP(Sec/SPI),0.8308209999999999,0.169179,CS pos: 27-28. VPG-VT. Pr: 0.3889
AN11057,OTHER,0.007213,0.9927870000000001,
AN11058,OTHER,0.002886,0.997114,
AN11059,SP(Sec/SPI),0.8512770000000001,0.148723,CS pos: 22-23. VYA-GL. Pr: 0.8032
AN8218,SP(Sec/SPI),0.982621,0.017379,CS pos: 19-20. TLS-AV. Pr: 0.6547
AN8219,OTHER,0.004771,0.9952290000000001,
AN8220,OTHER,0.00265,0.99735,
AN8221,OTHER,0.177492,0.822508,
AN8222,OTHER,0.000822,0.999178,
AN8223,OTHER,0.000566,0.999434,
AN8224,SP(Sec/SPI),0.644181,0.355819,CS pos: 32-33. ARP-AP. Pr: 0.2991
AN8225,OTHER,0.0008380000000000001,0.9991620000000001,
AN8226,OTHER,0.000294,0.999706,
AN8227,OTHER,0.000597,0.999403,
AN11060,OTHER,0.036448,0.9635520000000001,
AN11055,OTHER,0.001477,0.9985229999999999,
AN12344,OTHER,0.001482,0.998518,
AN8229,OTHER,0.000503,0.999497,
AN12345,OTHER,0.00233,0.9976700000000001,
AN11061,OTHER,0.003867,0.996133,
AN11056,OTHER,0.000788,0.9992120000000001,
AN8231,OTHER,0.001446,0.998554,
AN8232,OTHER,0.000384,0.999616,
AN8233,OTHER,0.001953,0.9980469999999999,
AN8234,OTHER,0.00049,0.99951,
AN8235,OTHER,0.005782,0.994218,
AN8236,OTHER,0.0012490000000000001,0.998751,
AN8237,OTHER,0.0009130000000000001,0.9990870000000001,
AN9522,OTHER,0.014523,0.985477,
AN9521,OTHER,0.003547,0.996453,
AN8238,OTHER,0.000293,0.999707,
AN8239,OTHER,0.0008619999999999999,0.999138,
AN8240,OTHER,0.001629,0.9983709999999999,
AN8241,SP(Sec/SPI),0.970675,0.029325,CS pos: 21-22. ASA-FH. Pr: 0.4099
AN8242,OTHER,0.000989,0.9990110000000001,
AN11062,OTHER,0.0016120000000000002,0.9983879999999999,
AN11068,OTHER,0.0008759999999999999,0.999124,
AN8244,OTHER,0.000709,0.999291,
AN11063,OTHER,0.00108,0.99892,
AN11069,SP(Sec/SPI),0.535629,0.464371,CS pos: 25-26. GHA-FV. Pr: 0.5166
AN8246,OTHER,0.0016010000000000002,0.9983989999999999,
AN8247,OTHER,0.000346,0.999654,
AN12201,OTHER,0.000814,0.999186,
AN8248,OTHER,0.00125,0.99875,
AN8249,OTHER,0.000726,0.999274,
AN8250,OTHER,0.133779,0.8662209999999999,
AN8251,OTHER,0.007381,0.992619,
AN11064,SP(Sec/SPI),0.9181020000000001,0.081898,CS pos: 25-26. AFA-QD. Pr: 0.5104
AN11070,OTHER,0.00126,0.99874,
AN12202,OTHER,0.000412,0.9995879999999999,
AN8253,OTHER,0.000675,0.999325,
AN8254,OTHER,0.000892,0.999108,
AN12203,OTHER,0.002089,0.9979110000000001,
AN12204,OTHER,0.000672,0.9993280000000001,
AN8256,OTHER,0.001361,0.9986389999999999,
AN12205,SP(Sec/SPI),0.9784959999999999,0.021504,CS pos: 21-22. ARA-QF. Pr: 0.9228
AN8257,OTHER,0.0032939999999999996,0.996706,
AN8258,OTHER,0.001224,0.998776,
AN8259,OTHER,0.000543,0.9994569999999999,
AN11065,OTHER,0.001247,0.9987530000000001,
AN11071,OTHER,0.000786,0.9992139999999999,
AN12206,OTHER,0.002888,0.9971120000000001,
AN11067,OTHER,0.055211,0.944789,
AN8261,OTHER,0.002203,0.9977969999999999,
AN8262,OTHER,0.028194,0.971806,
AN8263,OTHER,0.000794,0.9992059999999999,
AN8264,OTHER,0.000338,0.999662,
AN8265,SP(Sec/SPI),0.999469,0.000531,CS pos: 21-22. ARA-AP. Pr: 0.9213
AN8266,SP(Sec/SPI),0.999755,0.000245,CS pos: 18-19. AKA-CE. Pr: 0.8741
AN8267,OTHER,0.000595,0.9994049999999999,
AN8268,OTHER,0.002466,0.997534,
AN8269,OTHER,0.001176,0.9988239999999999,
AN8270,OTHER,0.0008900000000000001,0.99911,
AN8271,OTHER,0.0007740000000000001,0.9992260000000001,
AN8272,OTHER,0.000542,0.999458,
AN8273,OTHER,0.0021969999999999997,0.9978030000000001,
AN8274,OTHER,0.012882,0.987118,
AN8275,OTHER,0.000721,0.9992790000000001,
AN8276,OTHER,0.002368,0.997632,
AN8277,OTHER,0.0009630000000000001,0.9990370000000001,
AN8278,OTHER,0.017164,0.982836,
AN8279,OTHER,0.000909,0.999091,
AN8280,OTHER,0.007065000000000001,0.992935,
AN12207,SP(Sec/SPI),0.992599,0.0074010000000000005,CS pos: 19-20. ALS-SK. Pr: 0.8208
AN8281,OTHER,0.0040950000000000005,0.9959049999999999,
AN8282,OTHER,0.0008089999999999999,0.9991909999999999,
AN8283,OTHER,0.000805,0.999195,
AN8284,OTHER,0.000547,0.999453,
AN8285,OTHER,0.000307,0.999693,
AN8286,OTHER,0.0009550000000000001,0.9990450000000001,
AN11072,OTHER,0.000802,0.9991979999999999,
AN11066,OTHER,0.000524,0.999476,
AN8288,OTHER,0.001497,0.998503,
AN8289,OTHER,0.002345,0.997655,
AN8290,OTHER,0.000891,0.999109,
AN8291,OTHER,0.049348,0.950652,
AN12208,OTHER,0.000377,0.9996229999999999,
AN8292,OTHER,0.217194,0.782806,
AN8293,OTHER,0.001526,0.998474,
AN4289,OTHER,0.000811,0.999189,
AN10537,OTHER,0.002388,0.997612,
AN9416,OTHER,0.000828,0.999172,
AN12407,OTHER,0.000772,0.9992280000000001,
AN11224,OTHER,0.000714,0.999286,
AN11225,OTHER,0.005987,0.9940129999999999,
AN11226,OTHER,0.025429,0.974571,
AN9414,OTHER,0.002018,0.9979819999999999,
AN9413,OTHER,0.000404,0.9995959999999999,
AN10536,OTHER,0.002179,0.997821,
AN4288,OTHER,0.0012490000000000001,0.998751,
AN4287,OTHER,0.003389,0.996611,
AN4286,SP(Sec/SPI),0.978722,0.021278000000000002,CS pos: 26-27. ALC-GR. Pr: 0.7826
AN4285,OTHER,0.001628,0.9983719999999999,
AN4284,OTHER,0.000898,0.999102,
AN4283,OTHER,0.0005,0.9995,
AN4282,OTHER,0.00044400000000000006,0.999556,
AN4281,OTHER,0.0061600000000000005,0.99384,
AN4280,OTHER,0.0012230000000000001,0.998777,
AN4279,OTHER,0.001544,0.9984559999999999,
AN4278,OTHER,0.063993,0.9360069999999999,
AN4277,OTHER,0.001535,0.9984649999999999,
AN4276,OTHER,0.00137,0.9986299999999999,
AN4275,OTHER,0.006987,0.9930129999999999,
AN4274,OTHER,0.001269,0.9987309999999999,
AN4273,OTHER,0.000739,0.9992610000000001,
AN4272,OTHER,0.0009660000000000001,0.999034,
AN4271,OTHER,0.00034500000000000004,0.999655,
AN4270,OTHER,0.004432,0.995568,
AN4269,OTHER,0.000898,0.999102,
AN4268,OTHER,0.041783,0.958217,
AN4267,OTHER,0.0010960000000000002,0.9989040000000001,
AN4266,OTHER,0.016561000000000003,0.983439,
AN4265,OTHER,0.0008119999999999999,0.999188,
AN4264,OTHER,0.000663,0.999337,
AN4263,OTHER,0.0017699999999999999,0.99823,
AN10533,OTHER,0.103218,0.896782,
AN10534,OTHER,0.001477,0.9985229999999999,
AN4261,OTHER,0.0016469999999999998,0.998353,
AN4260,SP(Sec/SPI),0.984821,0.015179,CS pos: 18-19. AQS-SS. Pr: 0.4251
AN4259,OTHER,0.0008230000000000001,0.9991770000000001,
AN4258,OTHER,0.01624,0.9837600000000001,
AN11432,OTHER,0.000878,0.999122,
AN4257,SP(Sec/SPI),0.9357030000000001,0.064297,CS pos: 17-18. VFA-DA. Pr: 0.7845
AN4256,OTHER,0.001387,0.998613,
AN4255,OTHER,0.003493,0.9965069999999999,
AN4254,OTHER,0.000606,0.999394,
AN4253,OTHER,0.001446,0.998554,
AN4252,OTHER,0.003865,0.996135,
AN4251,OTHER,0.000638,0.9993620000000001,
AN4250,OTHER,0.0014550000000000001,0.9985450000000001,
AN10535,OTHER,0.000143,0.999857,
AN4249,OTHER,0.000207,0.999793,
AN4248,OTHER,0.000566,0.999434,
AN4247,OTHER,0.001568,0.998432,
AN4246,OTHER,0.003363,0.9966370000000001,
AN4245,OTHER,0.174895,0.825105,
AN4244,OTHER,0.000825,0.999175,
AN4243,OTHER,0.0006450000000000001,0.9993549999999999,
AN4241,OTHER,0.000482,0.999518,
AN12106,OTHER,0.004693,0.9953069999999999,
AN4240,OTHER,0.0015,0.9985,
AN4239,OTHER,0.000967,0.999033,
AN10528,OTHER,0.003195,0.9968049999999999,
AN4238,OTHER,0.001818,0.998182,
AN4237,OTHER,0.004029,0.9959709999999999,
AN4236,OTHER,0.000301,0.999699,
AN10527,OTHER,0.001358,0.998642,
AN10526,OTHER,0.0006490000000000001,0.999351,
AN4235,SP(Sec/SPI),0.9922639999999999,0.007736,CS pos: 28-29. SSA-SL. Pr: 0.7793
AN4234,OTHER,0.001048,0.9989520000000001,
AN4233,OTHER,0.001005,0.9989950000000001,
AN4232,OTHER,0.00022799999999999999,0.9997719999999999,
AN4231,OTHER,0.020521,0.9794790000000001,
AN4230,OTHER,0.00047999999999999996,0.9995200000000001,
AN4229,OTHER,0.001974,0.998026,
AN4228,OTHER,0.0030280000000000003,0.996972,
AN4227,OTHER,0.01383,0.9861700000000001,
AN4226,OTHER,0.001207,0.998793,
AN10519,OTHER,0.00065,0.99935,
AN10524,OTHER,0.000997,0.9990030000000001,
AN4224,OTHER,0.000429,0.9995709999999999,
AN4223,OTHER,0.00044699999999999997,0.999553,
AN4222,OTHER,0.0006230000000000001,0.9993770000000001,
AN10518,OTHER,0.001685,0.998315,
AN10523,OTHER,0.001292,0.998708,
AN4220,OTHER,0.0007379999999999999,0.9992620000000001,
AN4219,OTHER,0.0035329999999999997,0.996467,
AN4218,OTHER,0.001648,0.998352,
AN4217,OTHER,0.0006129999999999999,0.999387,
AN4216,OTHER,0.000185,0.999815,
AN4215,OTHER,0.0006799999999999999,0.9993200000000001,
AN4214,OTHER,0.001436,0.9985639999999999,
AN4213,OTHER,0.00044,0.99956,
AN4212,SP(Sec/SPI),0.706195,0.29380500000000004,CS pos: 21-22. SLC-LL. Pr: 0.4478
AN12105,OTHER,0.002268,0.997732,
AN12104,OTHER,0.0029649999999999998,0.997035,
AN4210,OTHER,0.0029649999999999998,0.997035,
AN4209,SP(Sec/SPI),0.8252700000000001,0.17473,CS pos: 20-21. GVC-NT. Pr: 0.3551
AN4208,OTHER,0.000782,0.999218,
AN4207,OTHER,0.000782,0.999218,
AN4206,OTHER,0.000981,0.9990190000000001,
AN10532,OTHER,0.0022329999999999997,0.997767,
AN10517,OTHER,0.0036609999999999998,0.996339,
AN4203,SP(Sec/SPI),0.708716,0.291284,CS pos: 20-21. ALA-HP. Pr: 0.5394
AN10529,OTHER,0.00355,0.99645,
AN4202,OTHER,0.000492,0.999508,
AN4201,OTHER,0.001509,0.998491,
AN10516,OTHER,0.001111,0.9988889999999999,
AN10522,OTHER,0.020482,0.979518,
AN4199,OTHER,0.000839,0.9991610000000001,
AN11431,OTHER,0.001558,0.998442,
AN12103,OTHER,0.002202,0.997798,
AN4198,OTHER,0.001253,0.9987469999999999,
AN4197,OTHER,0.0039380000000000005,0.9960620000000001,
AN4196,OTHER,0.001394,0.998606,
AN4195,OTHER,0.21036999999999997,0.78963,
AN10521,OTHER,0.0036439999999999997,0.9963559999999999,
AN10515,OTHER,0.001983,0.998017,
AN4193,OTHER,0.001592,0.998408,
AN4192,OTHER,0.000373,0.999627,
AN4191,OTHER,0.003863,0.996137,
AN4190,SP(Sec/SPI),0.991289,0.008711,CS pos: 17-18. TVA-LP. Pr: 0.4031
AN4189,OTHER,0.000571,0.9994290000000001,
AN4188,OTHER,0.31459699999999996,0.685403,
AN10525,OTHER,0.001212,0.9987879999999999,
AN4187,OTHER,0.000609,0.999391,
AN4186,OTHER,0.0012259999999999999,0.9987739999999999,
AN4185,OTHER,0.0015970000000000001,0.998403,
AN10530,OTHER,0.0012519999999999999,0.998748,
AN10514,OTHER,0.005292,0.994708,
AN10531,OTHER,0.0025989999999999997,0.997401,
AN10513,OTHER,0.0005610000000000001,0.999439,
AN4182,OTHER,0.001364,0.9986360000000001,
AN4181,OTHER,0.0009939999999999999,0.999006,
AN4180,OTHER,0.020488,0.979512,
AN10512,OTHER,0.000592,0.999408,
AN10520,OTHER,0.001947,0.9980530000000001,
AN4178,OTHER,0.000522,0.9994780000000001,
AN4177,OTHER,0.001539,0.998461,
AN4176,OTHER,0.006548,0.993452,
AN4175,OTHER,0.002098,0.9979020000000001,
AN12102,OTHER,0.005936,0.994064,
AN4174,OTHER,0.000753,0.9992469999999999,
AN4173,OTHER,0.001289,0.998711,
AN4172,OTHER,0.001303,0.998697,
AN4171,OTHER,0.00116,0.99884,
AN4170,OTHER,0.003686,0.9963139999999999,
AN10508,OTHER,0.000276,0.999724,
AN4169,OTHER,0.002732,0.997268,
AN4168,OTHER,0.001714,0.998286,
AN4167,OTHER,0.0018679999999999999,0.998132,
AN4166,OTHER,0.029873,0.9701270000000001,
AN4165,SP(Sec/SPI),0.991647,0.008353,CS pos: 18-19. SLA-LK. Pr: 0.8747
AN4164,OTHER,0.00042800000000000005,0.9995719999999999,
AN4163,OTHER,0.000834,0.999166,
AN4162,OTHER,0.001137,0.998863,
AN4161,OTHER,0.002104,0.9978959999999999,
AN10510,OTHER,0.00179,0.99821,
AN4160,OTHER,0.000426,0.999574,
AN4159,OTHER,0.000638,0.9993620000000001,
AN4158,OTHER,0.004118999999999999,0.9958809999999999,
AN4157,OTHER,0.001099,0.998901,
AN4156,OTHER,0.001259,0.998741,
AN4155,OTHER,0.0050420000000000005,0.994958,
AN4154,OTHER,0.002113,0.9978870000000001,
AN4153,OTHER,0.0026850000000000003,0.997315,
AN4152,OTHER,0.002043,0.997957,
AN4151,OTHER,0.005152,0.994848,
AN4150,OTHER,0.0012929999999999999,0.998707,
AN4149,OTHER,0.047365,0.952635,
AN4148,OTHER,0.033699,0.9663010000000001,
AN4147,OTHER,0.009445,0.990555,
AN4146,OTHER,0.001354,0.9986459999999999,
AN12101,OTHER,0.000993,0.999007,
AN12100,OTHER,0.001411,0.998589,
AN4144,OTHER,0.022413,0.9775870000000001,
AN4143,OTHER,0.000524,0.999476,
AN12099,OTHER,0.008263,0.9917370000000001,
AN4141,OTHER,0.001322,0.9986780000000001,
AN4140,SP(Sec/SPI),0.965583,0.034417,CS pos: 19-20. SIA-SP. Pr: 0.7142
AN12098,OTHER,0.0008320000000000001,0.9991680000000001,
AN12097,SP(Sec/SPI),0.827952,0.172048,CS pos: 22-23. AAA-LT. Pr: 0.4446
AN4138,OTHER,0.000925,0.999075,
AN4137,OTHER,0.001842,0.998158,
AN4136,OTHER,0.0007650000000000001,0.999235,
AN4135,OTHER,0.000515,0.9994850000000001,
AN4134,OTHER,0.001779,0.9982209999999999,
AN4133,OTHER,0.002758,0.997242,
AN4132,OTHER,0.000889,0.9991110000000001,
AN4131,OTHER,0.00979,0.99021,
AN4130,OTHER,0.009840999999999999,0.990159,
AN4129,OTHER,0.000624,0.999376,
AN12096,OTHER,0.00042,0.9995799999999999,
AN10506,OTHER,0.000735,0.999265,
AN10507,OTHER,0.000399,0.9996010000000001,
AN4127,OTHER,0.0016719999999999999,0.9983280000000001,
AN4126,OTHER,0.0011769999999999999,0.9988229999999999,
AN4125,OTHER,0.0007160000000000001,0.9992840000000001,
AN4124,OTHER,0.008965,0.991035,
AN4123,OTHER,0.003993,0.996007,
AN4122,OTHER,0.02472,0.9752799999999999,
AN4121,SP(Sec/SPI),0.998452,0.0015480000000000001,CS pos: 21-22. SQA-SV. Pr: 0.8539
AN4120,OTHER,0.08571799999999999,0.9142819999999999,
AN4119,OTHER,0.0037909999999999997,0.996209,
AN4118,OTHER,0.005553,0.994447,
AN4117,OTHER,0.440724,0.559276,
AN4116,OTHER,0.003646,0.9963540000000001,
AN4115,OTHER,0.042083999999999996,0.957916,
AN12095,OTHER,0.068366,0.931634,
AN4114,OTHER,0.0020989999999999997,0.997901,
AN4113,OTHER,0.0007509999999999999,0.9992489999999999,
AN4112,OTHER,0.000989,0.9990110000000001,
AN4111,OTHER,0.001073,0.998927,
AN4110,OTHER,0.10970799999999999,0.890292,
AN4109,OTHER,0.000165,0.999835,
AN4108,OTHER,0.001441,0.998559,
AN4107,OTHER,0.0008119999999999999,0.999188,
AN4106,OTHER,0.00078,0.9992200000000001,
AN4105,OTHER,0.002261,0.9977389999999999,
AN4104,OTHER,0.005672,0.9943280000000001,
AN10511,OTHER,0.356023,0.643977,
AN4103,OTHER,0.00268,0.9973200000000001,
AN4102,SP(Sec/SPI),0.962723,0.037277,CS pos: 19-20. ASA-QQ. Pr: 0.7852
AN4101,OTHER,0.0006360000000000001,0.9993639999999999,
AN4100,OTHER,0.000482,0.999518,
AN12094,OTHER,0.005584,0.994416,
AN12093,OTHER,0.08987200000000001,0.910128,
AN4098,OTHER,0.012598,0.987402,
AN4097,OTHER,0.0020559999999999997,0.997944,
AN4096,OTHER,0.002402,0.997598,
AN4095,SP(Sec/SPI),0.990677,0.009323,CS pos: 21-22. VYA-SS. Pr: 0.8287
AN4094,OTHER,0.004333,0.995667,
AN4093,OTHER,0.00168,0.9983200000000001,
AN4092,OTHER,0.000674,0.999326,
AN4091,SP(Sec/SPI),0.563319,0.43668100000000004,CS pos: 20-21. CLT-SL. Pr: 0.1998
AN4090,OTHER,0.000543,0.9994569999999999,
AN4089,OTHER,0.0018210000000000001,0.998179,
AN4088,OTHER,0.004939,0.9950610000000001,
AN10509,OTHER,0.00155,0.99845,
AN12461,OTHER,0.0026100000000000003,0.99739,
AN9533,OTHER,0.001952,0.9980479999999999,
AN12324,OTHER,0.005603,0.994397,
AN12323,OTHER,0.001366,0.998634,
AN12322,OTHER,0.002261,0.9977389999999999,
AN4087,OTHER,0.000842,0.999158,
AN4086,OTHER,0.00144,0.99856,
AN4085,OTHER,0.000323,0.999677,
AN4084,OTHER,0.001525,0.998475,
AN4083,OTHER,0.001593,0.9984069999999999,
AN4082,OTHER,0.001761,0.998239,
AN4081,OTHER,0.001032,0.9989680000000001,
AN4080,OTHER,0.0008900000000000001,0.99911,
AN4079,OTHER,0.001505,0.998495,
AN4078,OTHER,0.004001,0.995999,
AN4077,OTHER,0.003797,0.9962030000000001,
AN4076,OTHER,0.000327,0.9996729999999999,
AN4075,OTHER,0.0017870000000000002,0.9982129999999999,
AN4074,OTHER,0.0017629999999999998,0.998237,
AN4073,OTHER,0.00047699999999999994,0.9995229999999999,
AN4072,OTHER,0.000889,0.9991110000000001,
AN4071,OTHER,0.0205,0.9795,
AN4070,OTHER,0.000549,0.999451,
