Protein,Prediction,SP(Sec/SPI),OTHER,CS Position
NCU00685T2,OTHER,0.001018,0.9989819999999999,
NCU00685T0,OTHER,0.001018,0.9989819999999999,
NCU00685T1,OTHER,0.001018,0.9989819999999999,
NCU00684T0,OTHER,0.030224,0.969776,
NCU00684T1,OTHER,0.003682,0.996318,
NCU00682T0,OTHER,0.001194,0.998806,
NCU00681T0,OTHER,0.0013,0.9987,
NCU00680T0,OTHER,0.00022400000000000002,0.999776,
NCU00679T0,OTHER,0.00118,0.99882,
NCU00678T0,OTHER,0.000386,0.9996139999999999,
NCU00677T0,OTHER,0.000984,0.999016,
NCU16444T0,OTHER,0.001989,0.9980110000000001,
NCU00676T0,OTHER,0.00315,0.99685,
NCU00675T0,OTHER,0.001003,0.9989969999999999,
NCU00674T0,OTHER,0.0013599999999999999,0.99864,
NCU00673T0,SP(Sec/SPI),0.9929290000000001,0.007070999999999999,CS pos: 15-16. AAA-AP. Pr: 0.3507
NCU00671T0,OTHER,0.001288,0.998712,
NCU00670T0,OTHER,0.0050420000000000005,0.994958,
NCU00669T0,SP(Sec/SPI),0.995517,0.004483,CS pos: 17-18. AVA-AI. Pr: 0.4088
NCU00668T0,OTHER,0.000927,0.999073,
NCU00667T0,OTHER,0.013491,0.986509,
NCU00666T0,OTHER,0.002671,0.9973290000000001,
NCU00665T0,SP(Sec/SPI),0.9155110000000001,0.084489,CS pos: 19-20. ARA-AQ. Pr: 0.5533
NCU00664T0,OTHER,0.001379,0.9986209999999999,
NCU16445T0,OTHER,0.00010800000000000001,0.999892,
NCU16445T1,OTHER,0.00010800000000000001,0.999892,
NCU00663T0,OTHER,0.066134,0.933866,
NCU00662T0,OTHER,0.0005639999999999999,0.9994360000000001,
NCU00660T0,OTHER,0.000246,0.9997540000000001,
NCU00659T0,OTHER,0.000454,0.9995459999999999,
NCU00659T1,OTHER,0.000454,0.9995459999999999,
NCU00658T0,OTHER,0.0026149999999999997,0.9973850000000001,
NCU00657T0,OTHER,0.000535,0.9994649999999999,
NCU00656T0,OTHER,0.001091,0.998909,
NCU00655T1,OTHER,0.0020329999999999997,0.997967,
NCU00655T0,OTHER,0.0020329999999999997,0.997967,
NCU00654T0,OTHER,0.002473,0.997527,
NCU00653T0,OTHER,0.001448,0.998552,
NCU00652T0,OTHER,0.0017120000000000002,0.998288,
NCU00651T0,OTHER,0.000785,0.999215,
NCU00651T2,OTHER,0.000785,0.999215,
NCU00651T3,OTHER,0.000785,0.999215,
NCU00651T1,OTHER,0.000785,0.999215,
NCU00650T0,OTHER,0.011235,0.988765,
NCU00649T0,OTHER,0.0005009999999999999,0.999499,
NCU16446T0,OTHER,0.00981,0.99019,
NCU00648T0,OTHER,0.001905,0.9980950000000001,
NCU00646T0,OTHER,0.001794,0.9982059999999999,
NCU00646T1,OTHER,0.001794,0.9982059999999999,
NCU00645T0,OTHER,0.001707,0.998293,
NCU00644T0,OTHER,0.001147,0.9988530000000001,
NCU00643T0,OTHER,0.000824,0.9991760000000001,
NCU00642T0,SP(Sec/SPI),0.993383,0.0066170000000000005,CS pos: 19-20. GHA-ET. Pr: 0.8878
NCU00641T0,OTHER,0.016766,0.983234,
NCU00640T0,OTHER,0.003252,0.996748,
NCU00638T0,OTHER,0.000495,0.999505,
NCU00636T0,OTHER,0.0006349999999999999,0.999365,
NCU00636T1,OTHER,0.0006349999999999999,0.999365,
NCU16447T0,OTHER,0.161906,0.838094,
NCU00635T0,OTHER,0.000312,0.9996879999999999,
NCU00634T0,OTHER,0.0006889999999999999,0.9993110000000001,
NCU00633T0,OTHER,0.002872,0.997128,
NCU00632T0,OTHER,0.000174,0.999826,
NCU00631T0,OTHER,0.001112,0.9988879999999999,
NCU00630T0,SP(Sec/SPI),0.995825,0.004175,CS pos: 28-29. SEA-TM. Pr: 0.7998
NCU00629T0,OTHER,0.07463,0.92537,
NCU00628T0,OTHER,0.00043799999999999997,0.9995620000000001,
NCU00627T0,OTHER,0.00045599999999999997,0.9995440000000001,
NCU16448T1,OTHER,0.000312,0.9996879999999999,
NCU16448T0,OTHER,0.000665,0.9993350000000001,
NCU11188T0,OTHER,0.000338,0.999662,
NCU11187T0,OTHER,0.097177,0.9028229999999999,
NCU00624T0,OTHER,0.007470999999999999,0.9925290000000001,
NCU00623T0,OTHER,0.004092,0.995908,
NCU00622T0,OTHER,0.000672,0.9993280000000001,
NCU00621T0,OTHER,0.000722,0.9992780000000001,
NCU00620T0,OTHER,0.000404,0.9995959999999999,
NCU00619T0,OTHER,0.0008640000000000001,0.999136,
NCU00618T0,OTHER,0.003032,0.9969680000000001,
NCU00617T0,OTHER,0.000178,0.999822,
NCU00616T0,OTHER,0.0010550000000000002,0.9989450000000001,
NCU00616T2,OTHER,0.0028829999999999997,0.997117,
NCU00616T1,OTHER,0.0010550000000000002,0.9989450000000001,
NCU00614T0,SP(Sec/SPI),0.966975,0.033025,CS pos: 21-22. VRA-VF. Pr: 0.8512
NCU16449T0,OTHER,0.00035099999999999997,0.999649,
NCU00611T0,OTHER,0.000215,0.999785,
NCU00609T0,SP(Sec/SPI),0.593003,0.406997,CS pos: 26-27. SSS-NP. Pr: 0.2014
NCU00608T0,OTHER,0.001424,0.998576,
NCU00607T0,SP(Sec/SPI),0.999602,0.000398,CS pos: 16-17. AVA-SP. Pr: 0.6748
NCU00606T0,OTHER,0.006778,0.9932219999999999,
NCU00605T0,OTHER,0.028579000000000004,0.9714209999999999,
NCU00604T0,OTHER,0.000733,0.999267,
NCU00603T0,OTHER,0.0016120000000000002,0.9983879999999999,
NCU00602T0,OTHER,0.0009029999999999999,0.9990969999999999,
NCU00600T0,OTHER,0.002934,0.997066,
NCU00599T0,OTHER,0.0005099999999999999,0.99949,
NCU00598T1,OTHER,0.004949,0.995051,
NCU00598T0,OTHER,0.004949,0.995051,
NCU00597T0,OTHER,0.002944,0.9970559999999999,
NCU00596T0,OTHER,0.00252,0.9974799999999999,
NCU00595T0,OTHER,0.020862000000000002,0.979138,
NCU00594T0,OTHER,0.0016460000000000001,0.9983540000000001,
NCU00593T0,OTHER,0.000434,0.999566,
NCU00592T0,OTHER,0.000248,0.9997520000000001,
NCU00591T0,OTHER,0.004156,0.9958440000000001,
NCU00591T1,OTHER,0.004156,0.9958440000000001,
NCU00590T0,OTHER,0.002326,0.997674,
NCU00589T0,OTHER,0.002584,0.997416,
NCU00587T0,OTHER,0.000938,0.9990620000000001,
NCU00587T1,OTHER,0.000938,0.9990620000000001,
NCU00586T0,OTHER,0.025406,0.9745940000000001,
NCU00586T1,OTHER,0.025406,0.9745940000000001,
NCU00586T2,OTHER,0.025406,0.9745940000000001,
NCU00585T0,OTHER,0.022306,0.9776940000000001,
NCU00584T0,OTHER,0.007398999999999999,0.9926010000000001,
NCU00583T0,OTHER,0.004139,0.9958610000000001,
NCU00582T0,OTHER,0.00147,0.9985299999999999,
NCU00581T0,OTHER,0.000309,0.999691,
NCU16450T0,OTHER,0.00093,0.9990700000000001,
NCU00580T0,OTHER,0.0012900000000000001,0.99871,
NCU00579T0,OTHER,0.000901,0.999099,
NCU00579T1,OTHER,0.000676,0.999324,
NCU00578T0,OTHER,0.0019649999999999997,0.998035,
NCU00577T0,OTHER,0.00045999999999999996,0.99954,
NCU00576T0,OTHER,0.0011330000000000001,0.9988670000000001,
NCU00575T0,OTHER,0.001155,0.9988450000000001,
NCU00574T0,OTHER,0.0018899999999999998,0.99811,
NCU00573T0,OTHER,0.00040899999999999997,0.999591,
NCU00572T0,OTHER,0.0038469999999999997,0.9961530000000001,
NCU00571T0,OTHER,0.000536,0.9994639999999999,
NCU00570T0,SP(Sec/SPI),0.663341,0.33665900000000004,CS pos: 18-19. SRA-DT. Pr: 0.3613
NCU00569T0,OTHER,0.00064,0.99936,
NCU00568T0,OTHER,0.001024,0.998976,
NCU00567T0,OTHER,0.0014529999999999999,0.998547,
NCU00567T1,OTHER,0.0014529999999999999,0.998547,
NCU00566T0,OTHER,0.000749,0.999251,
NCU00565T0,OTHER,0.000665,0.9993350000000001,
NCU00564T0,OTHER,0.00082,0.99918,
NCU00563T0,OTHER,0.002712,0.997288,
NCU00562T0,OTHER,0.001165,0.998835,
NCU00561T0,OTHER,0.062568,0.9374319999999999,
NCU00560T0,OTHER,0.011685,0.9883149999999999,
NCU00559T0,OTHER,0.000675,0.999325,
NCU00558T0,OTHER,0.000977,0.999023,
NCU16452T0,OTHER,0.002317,0.997683,
NCU00557T0,OTHER,0.000985,0.999015,
NCU00556T0,OTHER,0.0006389999999999999,0.999361,
NCU16453T0,OTHER,0.330956,0.669044,
NCU16454T0,OTHER,0.000849,0.999151,
NCU00554T0,OTHER,0.001047,0.9989530000000001,
NCU00553T0,OTHER,0.002739,0.9972610000000001,
NCU00552T0,OTHER,0.016350999999999997,0.983649,
NCU00551T0,OTHER,0.0016079999999999998,0.9983920000000001,
NCU00550T1,OTHER,0.004327,0.9956729999999999,
NCU00550T0,OTHER,0.004327,0.9956729999999999,
NCU00549T0,OTHER,0.003551,0.996449,
NCU16455T0,OTHER,0.0041340000000000005,0.995866,
NCU11186T0,SP(Sec/SPI),0.571933,0.42806700000000003,CS pos: 17-18. LAA-FY. Pr: 0.1509
NCU00548T0,OTHER,0.000538,0.9994620000000001,
NCU00547T0,OTHER,0.001173,0.998827,
NCU00545T0,OTHER,0.004183,0.995817,
NCU10916T0,OTHER,0.0005780000000000001,0.9994219999999999,
NCU00542T0,OTHER,0.000766,0.9992340000000001,
NCU00541T0,OTHER,0.001576,0.998424,
NCU00541T1,OTHER,0.000942,0.999058,
NCU00538T0,OTHER,0.0011070000000000001,0.998893,
NCU00537T0,OTHER,0.0023510000000000002,0.997649,
NCU00536T0,OTHER,0.000816,0.999184,
NCU00535T0,OTHER,0.001861,0.9981389999999999,
NCU00534T0,OTHER,0.0005639999999999999,0.9994360000000001,
NCU00533T0,OTHER,0.003325,0.996675,
NCU00532T0,OTHER,0.002522,0.9974780000000001,
NCU00531T0,OTHER,0.0012460000000000001,0.9987540000000001,
NCU00530T0,OTHER,0.0007469999999999999,0.9992530000000001,
NCU00529T0,OTHER,0.002084,0.997916,
NCU00528T0,OTHER,0.000583,0.999417,
NCU00527T0,OTHER,0.001241,0.9987590000000001,
NCU00526T0,OTHER,0.036383,0.9636170000000001,
NCU00525T0,OTHER,0.001876,0.998124,
NCU00524T0,OTHER,0.0016359999999999999,0.9983639999999999,
NCU00523T0,OTHER,0.000964,0.999036,
NCU16457T0,OTHER,0.001312,0.9986879999999999,
NCU00522T0,OTHER,0.0016,0.9984,
NCU00521T0,OTHER,0.002844,0.9971559999999999,
NCU00520T0,OTHER,0.000587,0.9994129999999999,
NCU00519T0,OTHER,0.009597,0.990403,
NCU00518T0,OTHER,0.00536,0.99464,
NCU00517T0,OTHER,0.0012640000000000001,0.9987360000000001,
NCU00516T0,OTHER,0.019242,0.980758,
NCU00515T0,OTHER,0.0018510000000000002,0.998149,
NCU00515T1,OTHER,0.0018510000000000002,0.998149,
NCU00515T2,OTHER,0.0018510000000000002,0.998149,
NCU00513T0,OTHER,0.000651,0.9993489999999999,
NCU00512T0,OTHER,0.002439,0.997561,
NCU00510T0,OTHER,0.011833,0.988167,
NCU00509T0,OTHER,0.0013800000000000002,0.9986200000000001,
NCU00506T0,OTHER,0.0009289999999999999,0.9990709999999999,
NCU00505T1,OTHER,0.0012490000000000001,0.998751,
NCU00505T0,OTHER,0.0021379999999999997,0.997862,
NCU00504T0,OTHER,0.001485,0.9985149999999999,
NCU00503T0,OTHER,0.002101,0.997899,
NCU00502T0,OTHER,0.005718,0.994282,
NCU00501T0,OTHER,0.00057,0.9994299999999999,
NCU00500T0,OTHER,0.004102000000000001,0.995898,
NCU16459T0,OTHER,0.00244,0.99756,
NCU00499T0,OTHER,0.0008699999999999999,0.99913,
NCU16460T0,OTHER,0.000554,0.999446,
NCU03054T0,OTHER,0.0022,0.9978,
NCU03053T0,OTHER,0.0005690000000000001,0.999431,
NCU03052T0,OTHER,0.007059,0.992941,
NCU03051T0,OTHER,0.001448,0.998552,
NCU03050T1,OTHER,0.013125,0.986875,
NCU03050T0,OTHER,0.013125,0.986875,
NCU03049T0,OTHER,0.000781,0.9992190000000001,
NCU03048T0,OTHER,0.002222,0.997778,
NCU03048T1,OTHER,0.002797,0.9972030000000001,
NCU03047T0,OTHER,0.000741,0.999259,
NCU11240T0,OTHER,0.000516,0.999484,
NCU16461T0,OTHER,0.012903,0.9870969999999999,
NCU11241T0,OTHER,0.001739,0.9982610000000001,
NCU03045T0,SP(Sec/SPI),0.667552,0.332448,CS pos: 35-36. VTA-IS. Pr: 0.5149
NCU03044T0,OTHER,0.002274,0.997726,
NCU10772T0,OTHER,0.000728,0.9992719999999999,
NCU03043T0,OTHER,0.003811,0.996189,
NCU03042T0,OTHER,0.000656,0.999344,
NCU03041T0,OTHER,0.022192,0.977808,
NCU03040T0,OTHER,0.001048,0.9989520000000001,
NCU03039T0,OTHER,0.002751,0.9972489999999999,
NCU03038T0,OTHER,0.001497,0.998503,
NCU03037T0,OTHER,0.0010810000000000001,0.998919,
NCU03036T0,OTHER,0.000146,0.9998540000000001,
NCU16463T0,OTHER,0.001596,0.9984040000000001,
NCU03035T0,OTHER,0.001088,0.9989120000000001,
NCU03034T0,OTHER,0.000942,0.999058,
NCU03033T0,OTHER,0.001925,0.998075,
NCU03032T0,OTHER,0.0009699999999999999,0.99903,
NCU03031T0,OTHER,0.0025399999999999997,0.99746,
NCU03030T0,OTHER,0.0017350000000000002,0.998265,
NCU03029T0,OTHER,0.003638,0.9963620000000001,
NCU03028T0,OTHER,0.00040599999999999995,0.9995940000000001,
NCU03026T0,OTHER,0.005253,0.9947469999999999,
NCU03024T0,OTHER,0.000549,0.999451,
NCU03023T0,OTHER,0.0018850000000000002,0.998115,
NCU03022T0,OTHER,0.043506,0.9564940000000001,
NCU03021T0,OTHER,0.000933,0.999067,
NCU03020T0,OTHER,0.001053,0.9989469999999999,
NCU03019T0,SP(Sec/SPI),0.934184,0.065816,CS pos: 22-23. GLA-SN. Pr: 0.7902
NCU03018T0,OTHER,0.000455,0.9995450000000001,
NCU03017T0,OTHER,0.0012029999999999999,0.9987969999999999,
NCU03016T0,OTHER,0.004081,0.995919,
NCU03015T1,OTHER,0.000699,0.999301,
NCU03015T0,OTHER,0.000699,0.999301,
NCU03014T0,OTHER,0.000346,0.999654,
NCU03013T1,SP(Sec/SPI),0.9843709999999999,0.015629,CS pos: 19-20. VAA-QK. Pr: 0.6706
NCU03013T0,SP(Sec/SPI),0.9843709999999999,0.015629,CS pos: 19-20. VAA-QK. Pr: 0.6706
NCU03011T0,OTHER,0.00043099999999999996,0.999569,
NCU03010T0,OTHER,0.0007099999999999999,0.99929,
NCU03009T0,OTHER,0.00183,0.9981700000000001,
NCU03008T0,OTHER,0.001393,0.998607,
NCU03007T0,OTHER,0.001825,0.998175,
NCU03006T0,OTHER,0.000412,0.9995879999999999,
NCU03004T0,OTHER,0.001485,0.9985149999999999,
NCU03003T0,OTHER,0.001026,0.998974,
NCU03001T0,OTHER,0.0016940000000000002,0.9983059999999999,
NCU03000T0,SP(Sec/SPI),0.991145,0.008855,CS pos: 19-20. AHG-AV. Pr: 0.6596
NCU02998T1,OTHER,0.002499,0.997501,
NCU02998T0,OTHER,0.002499,0.997501,
NCU02997T0,OTHER,0.017674000000000002,0.982326,
NCU02996T0,OTHER,0.38810500000000003,0.611895,
NCU02995T0,OTHER,0.001946,0.9980540000000001,
NCU02994T0,OTHER,0.002179,0.997821,
NCU02991T0,OTHER,0.000152,0.999848,
NCU02990T1,OTHER,0.000541,0.999459,
NCU02990T2,OTHER,0.000541,0.999459,
NCU02990T0,OTHER,0.290705,0.709295,
NCU02989T0,OTHER,0.007334,0.9926659999999999,
NCU02988T0,OTHER,0.000307,0.999693,
NCU02984T0,OTHER,0.004063000000000001,0.9959370000000001,
NCU02983T0,OTHER,0.00105,0.99895,
NCU02982T0,OTHER,0.0008439999999999999,0.9991559999999999,
NCU11085T0,OTHER,0.003565,0.9964350000000001,
NCU02980T0,OTHER,0.00126,0.99874,
NCU02979T0,OTHER,0.001495,0.998505,
NCU02978T1,OTHER,0.001468,0.998532,
NCU02978T0,OTHER,0.001468,0.998532,
NCU02977T0,OTHER,0.004252000000000001,0.995748,
NCU02976T0,OTHER,0.00151,0.99849,
NCU02975T0,OTHER,0.001493,0.9985069999999999,
NCU02974T0,OTHER,0.000616,0.999384,
NCU02973T0,OTHER,0.007982,0.9920180000000001,
NCU02972T0,OTHER,0.0009449999999999999,0.9990549999999999,
NCU02970T0,OTHER,0.000762,0.999238,
NCU02969T0,OTHER,0.002363,0.9976370000000001,
NCU02968T0,OTHER,0.00928,0.99072,
NCU02967T0,OTHER,0.000317,0.999683,
NCU02966T0,OTHER,0.000676,0.999324,
NCU02965T0,OTHER,0.00147,0.9985299999999999,
NCU02964T0,OTHER,0.000169,0.9998309999999999,
NCU02963T0,OTHER,0.000677,0.999323,
NCU02962T0,OTHER,0.0012490000000000001,0.998751,
NCU02961T0,OTHER,0.023831,0.9761690000000001,
NCU02960T0,OTHER,0.002813,0.997187,
NCU16466T0,OTHER,0.000602,0.999398,
NCU02959T0,OTHER,0.003475,0.996525,
NCU02957T1,OTHER,0.015303,0.9846969999999999,
NCU02957T0,OTHER,0.015303,0.9846969999999999,
NCU02956T0,SP(Sec/SPI),0.958417,0.041582999999999995,CS pos: 22-23. ALA-QQ. Pr: 0.8676
NCU02955T0,OTHER,0.0029,0.9971,
NCU02954T0,OTHER,0.00118,0.99882,
NCU02953T0,OTHER,0.0018449999999999999,0.9981549999999999,
NCU02952T0,OTHER,0.000897,0.9991030000000001,
NCU02951T0,OTHER,0.003057,0.996943,
NCU02950T0,OTHER,0.000863,0.999137,
NCU02949T0,OTHER,0.004101,0.995899,
NCU02948T0,OTHER,0.010118,0.9898819999999999,
NCU02947T0,OTHER,0.000869,0.999131,
NCU02946T0,OTHER,0.0017530000000000002,0.9982469999999999,
NCU02946T1,OTHER,0.0017530000000000002,0.9982469999999999,
NCU02945T0,OTHER,0.0010400000000000001,0.9989600000000001,
NCU02944T0,SP(Sec/SPI),0.979769,0.020231,CS pos: 17-18. TSA-LP. Pr: 0.5838
NCU02943T0,OTHER,0.0019579999999999997,0.998042,
NCU02942T0,OTHER,0.0016460000000000001,0.9983540000000001,
NCU02941T0,OTHER,0.0009130000000000001,0.9990870000000001,
NCU02941T1,OTHER,0.0009130000000000001,0.9990870000000001,
NCU02940T0,OTHER,0.013261000000000002,0.9867389999999999,
NCU02939T0,SP(Sec/SPI),0.998092,0.0019079999999999998,CS pos: 20-21. VHG-LV. Pr: 0.9480
NCU02938T0,OTHER,0.189627,0.810373,
NCU02937T0,OTHER,0.003675,0.996325,
NCU02936T0,OTHER,0.001361,0.9986389999999999,
NCU02935T0,OTHER,0.000509,0.999491,
NCU02934T0,OTHER,0.002449,0.9975510000000001,
NCU02932T0,OTHER,0.000621,0.9993790000000001,
NCU02931T0,OTHER,0.000367,0.999633,
NCU02930T0,OTHER,0.0021739999999999997,0.997826,
NCU02929T0,OTHER,0.000691,0.999309,
NCU02928T0,OTHER,0.000736,0.9992639999999999,
NCU02927T0,SP(Sec/SPI),0.9870680000000001,0.012931999999999999,CS pos: 21-22. AFA-SP. Pr: 0.8019
NCU16468T0,OTHER,0.10331099999999999,0.896689,
NCU02926T0,SP(Sec/SPI),0.977993,0.022007,CS pos: 20-21. INA-SP. Pr: 0.8657
NCU02925T0,OTHER,0.020271,0.9797290000000001,
NCU02924T0,OTHER,0.00162,0.9983799999999999,
NCU02923T0,OTHER,0.001484,0.998516,
NCU02922T0,OTHER,0.004370000000000001,0.9956299999999999,
NCU02921T0,OTHER,0.0006389999999999999,0.999361,
NCU02920T0,OTHER,0.017194,0.982806,
NCU02919T0,OTHER,0.001434,0.998566,
NCU02918T0,OTHER,0.00248,0.9975200000000001,
NCU02917T0,OTHER,0.003336,0.996664,
NCU02916T0,SP(Sec/SPI),0.9501139999999999,0.049886,CS pos: 16-17. ASA-HT. Pr: 0.7098
NCU02915T0,OTHER,0.000924,0.9990760000000001,
NCU02914T0,OTHER,0.00133,0.9986700000000001,
NCU02913T0,OTHER,0.001026,0.998974,
NCU16472T0,SP(Sec/SPI),0.642433,0.357567,CS pos: 18-19. TWM-LP. Pr: 0.3943
NCU16472T1,OTHER,0.001019,0.9989809999999999,
NCU16473T0,OTHER,0.0018149999999999998,0.998185,
NCU02910T0,SP(Sec/SPI),0.9818819999999999,0.018118000000000002,CS pos: 20-21. VQA-FP. Pr: 0.9097
NCU16474T0,SP(Sec/SPI),0.973943,0.026057,CS pos: 17-18. AMA-LE. Pr: 0.8696
NCU02909T0,SP(Sec/SPI),0.998717,0.001283,CS pos: 22-23. ASA-RD. Pr: 0.7878
NCU02908T0,OTHER,0.002725,0.997275,
NCU02906T0,OTHER,0.000296,0.999704,
NCU02905T0,OTHER,0.006047,0.9939530000000001,
NCU02904T0,SP(Sec/SPI),0.997583,0.0024170000000000003,CS pos: 19-20. TSA-AP. Pr: 0.7550
NCU02903T0,OTHER,0.0026739999999999997,0.997326,
NCU02902T0,OTHER,0.00037799999999999997,0.9996219999999999,
NCU02901T0,OTHER,0.006173,0.993827,
NCU02900T0,SP(Sec/SPI),0.998265,0.0017350000000000002,CS pos: 21-22. AQG-AP. Pr: 0.9164
NCU02899T0,OTHER,0.00046100000000000004,0.999539,
NCU02898T0,OTHER,0.001448,0.998552,
NCU02897T0,OTHER,0.001819,0.998181,
NCU02896T0,OTHER,0.0045520000000000005,0.995448,
NCU02895T0,OTHER,0.0017050000000000001,0.998295,
NCU02894T0,OTHER,0.002675,0.997325,
NCU02890T0,OTHER,0.0009310000000000001,0.9990690000000001,
NCU16477T0,OTHER,0.013558,0.986442,
NCU02889T0,OTHER,0.0017230000000000001,0.9982770000000001,
NCU02888T0,OTHER,0.0008359999999999999,0.9991639999999999,
NCU02887T0,OTHER,0.004557,0.9954430000000001,
NCU02886T0,OTHER,0.000294,0.999706,
NCU02885T0,OTHER,0.0007160000000000001,0.9992840000000001,
NCU02884T0,SP(Sec/SPI),0.975677,0.024322999999999997,CS pos: 18-19. ASA-HF. Pr: 0.8946
NCU02883T0,OTHER,0.018295,0.9817049999999999,
NCU02882T0,OTHER,0.002303,0.997697,
NCU02880T0,SP(Sec/SPI),0.9976729999999999,0.002327,CS pos: 19-20. ALA-QS. Pr: 0.7776
NCU02879T0,SP(Sec/SPI),0.8126680000000001,0.187332,CS pos: 27-28. TSA-SQ. Pr: 0.6446
NCU02878T0,OTHER,0.0005059999999999999,0.9994940000000001,
NCU02877T0,OTHER,0.001832,0.998168,
NCU02876T0,OTHER,0.003196,0.9968040000000001,
NCU02875T0,OTHER,0.001736,0.9982639999999999,
NCU02873T0,OTHER,0.002285,0.997715,
NCU02872T0,OTHER,0.054665,0.945335,
NCU02870T0,OTHER,0.004883,0.995117,
NCU02869T0,OTHER,0.018595,0.981405,
NCU02868T0,OTHER,0.055202999999999995,0.9447969999999999,
NCU02867T0,OTHER,0.001467,0.998533,
NCU02866T0,OTHER,0.000805,0.999195,
NCU02865T0,SP(Sec/SPI),0.796461,0.203539,CS pos: 19-20. LSA-RN. Pr: 0.2715
NCU02864T0,OTHER,0.000932,0.9990680000000001,
NCU16482T0,OTHER,0.000668,0.999332,
NCU16483T0,OTHER,0.0040100000000000005,0.9959899999999999,
NCU02862T0,OTHER,0.004445,0.995555,
NCU02861T0,OTHER,0.001076,0.9989239999999999,
NCU02860T0,OTHER,0.000784,0.999216,
NCU02858T0,OTHER,0.002948,0.997052,
NCU02857T0,OTHER,0.064363,0.935637,
NCU02856T0,OTHER,0.0026620000000000003,0.997338,
NCU02855T0,SP(Sec/SPI),0.970899,0.029101,CS pos: 21-22. FNA-TE. Pr: 0.4879
NCU02854T0,OTHER,0.004704,0.995296,
NCU02853T0,OTHER,0.000204,0.9997959999999999,
NCU02852T0,OTHER,0.24122600000000002,0.758774,
NCU02850T0,OTHER,0.000819,0.999181,
NCU02849T0,OTHER,0.000627,0.999373,
NCU02847T0,SP(Sec/SPI),0.652364,0.347636,CS pos: 21-22. TTT-FT. Pr: 0.2772
NCU02846T0,OTHER,0.000285,0.9997149999999999,
NCU10529T0,OTHER,0.000923,0.999077,
NCU02843T0,OTHER,0.03331,0.9666899999999999,
NCU02842T0,OTHER,0.002764,0.997236,
NCU02840T0,OTHER,0.0005139999999999999,0.9994860000000001,
NCU02839T0,OTHER,0.001418,0.998582,
NCU02838T0,OTHER,0.002114,0.997886,
NCU02837T0,OTHER,0.000299,0.9997010000000001,
NCU02834T0,OTHER,0.001984,0.998016,
NCU02833T0,OTHER,0.00041900000000000005,0.9995809999999999,
NCU02830T0,OTHER,0.000437,0.9995629999999999,
NCU02829T0,OTHER,0.000417,0.999583,
NCU02828T0,OTHER,0.001254,0.9987459999999999,
NCU02826T0,OTHER,0.10178200000000001,0.8982180000000001,
NCU16488T0,OTHER,0.005439,0.994561,
NCU02819T2,OTHER,0.0015869999999999999,0.9984129999999999,
NCU02819T0,OTHER,0.0015869999999999999,0.9984129999999999,
NCU02819T1,OTHER,0.0015869999999999999,0.9984129999999999,
NCU02818T0,OTHER,0.007186,0.992814,
NCU02817T0,OTHER,0.035218,0.9647819999999999,
NCU02815T0,OTHER,0.07085599999999999,0.9291440000000001,
NCU02814T0,OTHER,0.001604,0.998396,
NCU02813T0,OTHER,0.001045,0.9989549999999999,
NCU02812T0,OTHER,0.00042800000000000005,0.9995719999999999,
NCU02811T0,OTHER,0.000239,0.999761,
NCU02810T0,OTHER,0.0007469999999999999,0.9992530000000001,
NCU02809T0,OTHER,0.001719,0.998281,
NCU02808T0,OTHER,0.002703,0.997297,
NCU02807T0,OTHER,0.0008990000000000001,0.999101,
NCU02807T1,OTHER,0.0008990000000000001,0.999101,
NCU02806T0,OTHER,0.000283,0.999717,
NCU02805T0,OTHER,0.000575,0.999425,
NCU02804T0,OTHER,0.003998,0.996002,
NCU02803T0,OTHER,0.000786,0.9992139999999999,
NCU02802T0,OTHER,0.000868,0.999132,
NCU02801T0,OTHER,0.037634,0.9623659999999999,
NCU02800T0,OTHER,0.00158,0.9984200000000001,
NCU02799T0,SP(Sec/SPI),0.537065,0.46293500000000004,CS pos: 15-16. CNA-TR. Pr: 0.4276
NCU02798T0,OTHER,0.0008699999999999999,0.99913,
NCU16489T0,OTHER,0.00029,0.99971,
NCU02797T0,OTHER,0.000276,0.999724,
NCU02796T1,OTHER,0.00032900000000000003,0.9996709999999999,
NCU02796T0,OTHER,0.00023799999999999998,0.999762,
NCU02795T0,OTHER,0.001044,0.998956,
NCU16490T0,OTHER,0.001119,0.9988809999999999,
NCU10987T0,OTHER,0.000536,0.9994639999999999,
NCU02794T0,OTHER,0.001194,0.998806,
NCU02793T1,OTHER,0.0023469999999999997,0.997653,
NCU02793T2,OTHER,0.0023469999999999997,0.997653,
NCU02793T0,OTHER,0.0023469999999999997,0.997653,
NCU02793T4,OTHER,0.0023469999999999997,0.997653,
NCU02793T3,OTHER,0.0023469999999999997,0.997653,
NCU10282T0,OTHER,0.000303,0.999697,
NCU02791T0,OTHER,0.001312,0.9986879999999999,
NCU02790T0,OTHER,0.010545,0.989455,
NCU02789T0,OTHER,0.000705,0.999295,
NCU02788T0,OTHER,0.001103,0.9988969999999999,
NCU02787T0,OTHER,0.001347,0.998653,
NCU02786T0,OTHER,0.004226,0.9957739999999999,
NCU02786T1,OTHER,0.004226,0.9957739999999999,
NCU02785T0,OTHER,0.001411,0.998589,
NCU02784T0,OTHER,0.000475,0.999525,
NCU10239T0,OTHER,0.0029,0.9971,
NCU02783T0,OTHER,0.001143,0.998857,
NCU02782T0,OTHER,0.002573,0.9974270000000001,
