# SignalP-5.0	Organism: Eukarya	Timestamp: 20200731050505
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Cre02.g078251.t1.1	OTHER	0.003955	0.996045	
Cre02.g114550.t1.2	OTHER	0.001254	0.998746	
Cre02.g111150.t1.1	SP(Sec/SPI)	0.999386	0.000614	CS pos: 19-20. ITG-QQ. Pr: 0.6784
Cre02.g095128.t1.1	OTHER	0.001142	0.998858	
Cre02.g146700.t1.2	OTHER	0.001995	0.998005	
Cre02.g095041.t1.1	OTHER	0.064218	0.935782	
Cre02.g105350.t1.2	OTHER	0.073393	0.926607	
Cre02.g115050.t1.2	OTHER	0.003241	0.996759	
Cre02.g076150.t1.2	OTHER	0.003252	0.996748	
Cre02.g097400.t1.2	OTHER	0.001500	0.998500	
Cre02.g095045.t1.1	OTHER	0.001095	0.998905	
Cre02.g096450.t1.1	OTHER	0.002116	0.997884	
Cre02.g098450.t1.2	OTHER	0.000541	0.999459	
Cre02.g093051.t1.1	OTHER	0.003365	0.996635	
Cre02.g095140.t1.1	SP(Sec/SPI)	0.504727	0.495273	CS pos: 25-26. ATA-AQ. Pr: 0.1863
Cre02.g097550.t1.2	OTHER	0.000415	0.999585	
Cre02.g100050.t1.2	OTHER	0.000520	0.999480	
Cre02.g075150.t1.2	OTHER	0.000625	0.999375	
Cre02.g075150.t2.1	OTHER	0.000625	0.999375	
Cre02.g095108.t1.1	OTHER	0.011366	0.988634	
Cre02.g087500.t1.1	OTHER	0.004832	0.995168	
Cre02.g142566.t1.1	OTHER	0.002462	0.997538	
Cre02.g095063.t1.1	OTHER	0.000850	0.999150	
Cre02.g111426.t1.1	OTHER	0.009403	0.990597	
Cre02.g095062.t1.1	OTHER	0.003024	0.996976	
Cre02.g073650.t1.2	OTHER	0.003369	0.996631	
Cre02.g073650.t2.1	OTHER	0.003369	0.996631	
Cre02.g079250.t1.1	OTHER	0.001329	0.998671	
Cre02.g094551.t1.1	OTHER	0.000980	0.999020	
Cre02.g097950.t1.2	OTHER	0.001486	0.998514	
Cre02.g141706.t1.1	OTHER	0.000960	0.999040	
Cre02.g141706.t2.1	OTHER	0.000960	0.999040	
Cre02.g144007.t1.1	OTHER	0.003699	0.996301	
Cre02.g113600.t1.2	OTHER	0.001800	0.998200	
Cre02.g118950.t1.2	OTHER	0.000732	0.999268	
Cre02.g095119.t1.1	OTHER	0.001360	0.998640	
Cre02.g112100.t1.1	OTHER	0.002002	0.997998	
Cre02.g117450.t1.1	OTHER	0.007147	0.992853	
Cre02.g082825.t1.1	OTHER	0.006903	0.993097	
Cre02.g089274.t1.1	OTHER	0.004415	0.995585	
Cre02.g144010.t1.1	SP(Sec/SPI)	0.981936	0.018064	CS pos: 29-30. ASA-SR. Pr: 0.5329
Cre02.g103100.t1.1	OTHER	0.030942	0.969058	
Cre02.g077600.t1.2	OTHER	0.000546	0.999454	
Cre02.g113900.t1.1	OTHER	0.016406	0.983594	
Cre02.g101150.t1.2	OTHER	0.001354	0.998646	
Cre02.g101150.t2.1	OTHER	0.001354	0.998646	
Cre02.g105150.t1.1	OTHER	0.000898	0.999102	
Cre02.g097800.t1.1	OTHER	0.000832	0.999168	
Cre02.g142351.t1.1	OTHER	0.006968	0.993032	
Cre02.g142386.t1.1	OTHER	0.005393	0.994607	
Cre02.g143550.t1.2	OTHER	0.001775	0.998225	
Cre02.g076350.t1.2	OTHER	0.001160	0.998840	
Cre02.g118700.t1.1	SP(Sec/SPI)	0.947102	0.052898	CS pos: 27-28. LGG-AP. Pr: 0.3411
Cre02.g108700.t1.1	OTHER	0.000833	0.999167	
Cre02.g103784.t1.2	OTHER	0.000609	0.999391	
Cre02.g095149.t1.1	OTHER	0.000400	0.999600	
Cre02.g141066.t1.1	OTHER	0.002513	0.997487	
Cre02.g141066.t2.1	OTHER	0.001600	0.998400	
Cre02.g141066.t3.1	OTHER	0.002513	0.997487	
Cre02.g141066.t4.1	OTHER	0.002513	0.997487	
Cre02.g087700.t1.2	OTHER	0.001427	0.998573	
Cre02.g083300.t1.1	OTHER	0.002670	0.997330	
Cre02.g143227.t1.1	OTHER	0.001988	0.998012	
Cre02.g143227.t2.1	OTHER	0.001988	0.998012	
Cre02.g143227.t3.1	OTHER	0.001988	0.998012	
Cre02.g089350.t1.1	OTHER	0.001497	0.998503	
Cre02.g095066.t1.1	OTHER	0.051123	0.948877	
Cre02.g146650.t1.1	OTHER	0.000198	0.999802	
Cre02.g143467.t1.1	OTHER	0.001336	0.998664	
Cre02.g141226.t1.1	OTHER	0.005413	0.994587	
Cre02.g095134.t1.1	OTHER	0.001208	0.998792	
Cre02.g105000.t1.1	OTHER	0.012951	0.987049	
Cre02.g089608.t1.2	OTHER	0.002441	0.997559	
Cre02.g096737.t1.2	OTHER	0.001131	0.998869	
Cre02.g103700.t1.1	OTHER	0.002690	0.997310	
Cre02.g109400.t1.2	OTHER	0.002377	0.997623	
Cre02.g142927.t1.1	OTHER	0.007699	0.992301	
Cre02.g083065.t1.2	OTHER	0.003201	0.996799	
Cre02.g142807.t1.1	OTHER	0.001447	0.998553	
Cre02.g113000.t1.2	OTHER	0.029920	0.970080	
Cre02.g145750.t1.1	OTHER	0.004959	0.995041	
Cre02.g095124.t1.1	OTHER	0.000872	0.999128	
Cre02.g134124.t1.1	OTHER	0.001153	0.998847	
Cre02.g142246.t1.1	OTHER	0.113735	0.886265	
Cre02.g144001.t1.1	OTHER	0.004103	0.995897	
Cre02.g095145.t1.1	OTHER	0.241314	0.758686	
Cre02.g095034.t1.1	OTHER	0.002610	0.997390	
Cre02.g145800.t1.2	OTHER	0.057726	0.942274	
Cre02.g084550.t1.2	OTHER	0.001599	0.998401	
Cre02.g141900.t1.2	OTHER	0.001557	0.998443	
Cre02.g143107.t1.1	OTHER	0.002115	0.997885	
Cre02.g141886.t1.1	SP(Sec/SPI)	0.985922	0.014078	CS pos: 18-19. GHA-TI. Pr: 0.4192
Cre02.g142950.t1.2	OTHER	0.000454	0.999546	
Cre02.g142146.t1.1	OTHER	0.002003	0.997997	
Cre02.g106400.t1.1	OTHER	0.000414	0.999586	
Cre02.g080850.t1.2	OTHER	0.004766	0.995234	
Cre02.g084500.t1.1	OTHER	0.002305	0.997695	
Cre02.g119150.t1.2	OTHER	0.000240	0.999760	
Cre02.g093850.t1.1	OTHER	0.000675	0.999325	
Cre02.g090850.t1.1	OTHER	0.001046	0.998954	
Cre02.g147500.t1.2	OTHER	0.000446	0.999554	
Cre02.g141086.t1.1	OTHER	0.003281	0.996719	
Cre02.g141086.t2.1	OTHER	0.001174	0.998826	
Cre02.g113050.t1.2	OTHER	0.004737	0.995263	
Cre02.g120350.t1.2	OTHER	0.001123	0.998877	
Cre02.g145150.t1.1	SP(Sec/SPI)	0.674704	0.325296	CS pos: 21-22. ALA-ME. Pr: 0.3133
Cre02.g145150.t2.1	SP(Sec/SPI)	0.674704	0.325296	CS pos: 21-22. ALA-ME. Pr: 0.3133
Cre02.g104100.t1.2	OTHER	0.000444	0.999556	
Cre02.g095079.t1.1	OTHER	0.003575	0.996425	
Cre02.g081950.t1.1	OTHER	0.336846	0.663154	
Cre02.g116800.t1.1	OTHER	0.004751	0.995249	
Cre02.g147100.t1.1	OTHER	0.002361	0.997639	
Cre02.g090689.t1.2	OTHER	0.005308	0.994692	
Cre02.g105250.t1.1	SP(Sec/SPI)	0.563344	0.436656	CS pos: 26-27. VWC-KC. Pr: 0.4842
Cre02.g091200.t1.1	OTHER	0.001497	0.998503	
Cre02.g117250.t1.1	OTHER	0.000481	0.999519	
Cre02.g117250.t2.1	OTHER	0.005402	0.994598	
Cre02.g085326.t1.1	OTHER	0.003076	0.996924	
Cre02.g092850.t1.2	OTHER	0.000465	0.999535	
Cre02.g088100.t1.2	OTHER	0.002483	0.997517	
Cre02.g114100.t1.1	OTHER	0.135170	0.864830	
Cre02.g079400.t1.2	OTHER	0.018334	0.981666	
Cre02.g078912.t1.1	OTHER	0.000759	0.999241	
Cre02.g142326.t1.1	OTHER	0.003170	0.996830	
Cre02.g081750.t1.1	OTHER	0.000177	0.999823	
Cre02.g079926.t1.1	OTHER	0.385187	0.614813	
Cre02.g102950.t1.1	OTHER	0.000386	0.999614	
Cre02.g115350.t1.2	OTHER	0.001104	0.998896	
Cre02.g099050.t1.1	OTHER	0.002338	0.997662	
Cre02.g082350.t1.1	OTHER	0.000592	0.999408	
Cre02.g082350.t2.1	OTHER	0.372547	0.627453	
Cre02.g095087.t1.1	SP(Sec/SPI)	0.995400	0.004600	CS pos: 27-28. ANA-QP. Pr: 0.9196
Cre02.g101800.t1.1	OTHER	0.000493	0.999507	
Cre02.g142086.t1.1	OTHER	0.003392	0.996608	
Cre02.g091650.t1.1	OTHER	0.002722	0.997278	
Cre02.g119900.t1.2	SP(Sec/SPI)	0.987180	0.012820	CS pos: 25-26. VDA-GK. Pr: 0.9359
Cre02.g092076.t1.1	OTHER	0.001607	0.998393	
Cre02.g143650.t1.2	OTHER	0.014731	0.985269	
Cre02.g143650.t2.1	OTHER	0.014731	0.985269	
Cre02.g142466.t1.1	OTHER	0.007149	0.992851	
Cre02.g143307.t1.1	OTHER	0.002831	0.997169	
Cre02.g074050.t1.1	SP(Sec/SPI)	0.969118	0.030882	CS pos: 30-31. GLA-SS. Pr: 0.7215
Cre02.g106100.t1.2	OTHER	0.010073	0.989927	
Cre02.g095073.t1.1	OTHER	0.001495	0.998505	
Cre02.g093117.t1.1	OTHER	0.003506	0.996494	
Cre02.g141806.t1.1	OTHER	0.003233	0.996767	
Cre02.g092500.t1.1	OTHER	0.001678	0.998322	
Cre02.g083800.t1.2	OTHER	0.001014	0.998986	
Cre02.g083800.t2.1	OTHER	0.001014	0.998986	
Cre02.g090000.t1.1	SP(Sec/SPI)	0.996191	0.003809	CS pos: 17-18. TSA-EL. Pr: 0.5742
Cre02.g074437.t1.1	OTHER	0.355575	0.644425	
Cre02.g073850.t1.2	OTHER	0.000527	0.999473	
Cre02.g078550.t1.2	OTHER	0.000466	0.999534	
Cre02.g083650.t1.1	OTHER	0.464578	0.535422	
Cre02.g089900.t1.2	OTHER	0.006401	0.993599	
Cre02.g141050.t1.1	OTHER	0.001899	0.998101	
Cre02.g103400.t1.2	OTHER	0.001823	0.998177	
Cre02.g146400.t1.2	OTHER	0.001278	0.998722	
Cre02.g088700.t1.2	OTHER	0.001326	0.998674	
Cre02.g082550.t1.2	OTHER	0.007437	0.992563	
Cre02.g141826.t1.1	OTHER	0.020589	0.979411	
Cre02.g109716.t1.1	OTHER	0.006147	0.993853	
Cre02.g146629.t1.1	OTHER	0.000821	0.999179	
Cre02.g097450.t1.2	OTHER	0.001686	0.998314	
Cre02.g101700.t1.1	OTHER	0.003091	0.996909	
Cre02.g142867.t1.1	OTHER	0.026343	0.973657	
Cre02.g142206.t1.1	OTHER	0.001739	0.998261	
Cre02.g089700.t1.2	OTHER	0.003573	0.996427	
Cre02.g101750.t1.1	OTHER	0.000626	0.999374	
Cre02.g095550.t1.1	OTHER	0.001788	0.998212	
Cre02.g141701.t1.1	OTHER	0.001330	0.998670	
Cre02.g143207.t1.1	OTHER	0.003400	0.996600	
Cre02.g095084.t1.1	OTHER	0.001509	0.998491	
Cre02.g142650.t1.1	OTHER	0.014748	0.985252	
Cre02.g142352.t1.1	OTHER	0.001406	0.998594	
Cre02.g092200.t1.2	SP(Sec/SPI)	0.998466	0.001534	CS pos: 24-25. AQA-DF. Pr: 0.8338
Cre02.g087450.t1.2	OTHER	0.001660	0.998340	
Cre02.g118650.t1.1	SP(Sec/SPI)	0.712770	0.287230	CS pos: 32-33. VDC-KP. Pr: 0.4420
Cre02.g112950.t1.2	OTHER	0.002499	0.997501	
Cre02.g095064.t1.1	OTHER	0.011196	0.988804	
Cre02.g086650.t1.2	OTHER	0.000806	0.999194	
Cre02.g095081.t1.1	OTHER	0.003290	0.996710	
Cre02.g095081.t2.1	OTHER	0.003290	0.996710	
Cre02.g141246.t1.1	OTHER	0.006981	0.993019	
Cre02.g109501.t1.1	OTHER	0.001569	0.998431	
Cre02.g116950.t1.2	OTHER	0.000269	0.999731	
Cre02.g074370.t1.2	OTHER	0.002594	0.997406	
Cre02.g103850.t1.2	OTHER	0.028877	0.971123	
Cre02.g095150.t1.2	SP(Sec/SPI)	0.997467	0.002533	CS pos: 22-23. VLG-QT. Pr: 0.7290
Cre02.g104250.t1.1	OTHER	0.001225	0.998775	
Cre02.g143151.t1.1	OTHER	0.000740	0.999260	
Cre02.g073500.t1.1	OTHER	0.000641	0.999359	
Cre02.g103650.t1.1	OTHER	0.001210	0.998790	
Cre02.g099750.t1.1	OTHER	0.002739	0.997261	
Cre02.g099500.t1.1	OTHER	0.001736	0.998264	
Cre02.g099500.t2.1	OTHER	0.001736	0.998264	
Cre02.g110350.t1.2	OTHER	0.000573	0.999427	
Cre02.g106150.t1.2	OTHER	0.002820	0.997180	
Cre02.g095117.t1.1	OTHER	0.001031	0.998969	
Cre02.g095117.t2.1	OTHER	0.007577	0.992423	
Cre02.g095114.t1.1	SP(Sec/SPI)	0.828701	0.171299	CS pos: 21-22. VTA-KR. Pr: 0.6936
Cre02.g093600.t1.2	OTHER	0.001536	0.998464	
Cre02.g141986.t1.1	OTHER	0.001049	0.998951	
Cre02.g074700.t1.2	OTHER	0.001026	0.998974	
Cre02.g142687.t2.1	OTHER	0.002488	0.997512	
Cre02.g142687.t1.1	OTHER	0.002488	0.997512	
Cre02.g089500.t1.2	SP(Sec/SPI)	0.994290	0.005710	CS pos: 21-22. TLA-AG. Pr: 0.7479
Cre02.g147700.t1.2	OTHER	0.005437	0.994563	
Cre02.g143450.t1.2	OTHER	0.003097	0.996903	
Cre02.g078650.t1.1	SP(Sec/SPI)	0.984375	0.015625	CS pos: 28-29. AQS-FD. Pr: 0.8139
Cre02.g105500.t1.2	OTHER	0.000303	0.999697	
Cre02.g142987.t1.1	OTHER	0.029098	0.970902	
Cre02.g107850.t1.2	OTHER	0.001423	0.998577	
Cre02.g086350.t1.1	OTHER	0.000747	0.999253	
Cre02.g120250.t1.1	OTHER	0.000730	0.999270	
Cre02.g120250.t2.1	OTHER	0.000730	0.999270	
Cre02.g078831.t1.1	OTHER	0.001984	0.998016	
Cre02.g085350.t1.1	OTHER	0.000862	0.999138	
Cre02.g085350.t2.1	OTHER	0.000441	0.999559	
Cre02.g089200.t1.2	OTHER	0.001269	0.998731	
Cre02.g091193.t1.2	OTHER	0.033074	0.966926	
Cre02.g085300.t1.2	OTHER	0.001890	0.998110	
Cre02.g096500.t1.1	OTHER	0.001738	0.998262	
Cre02.g096500.t2.1	OTHER	0.001029	0.998971	
Cre02.g088000.t1.2	OTHER	0.057793	0.942207	
Cre02.g141466.t1.1	OTHER	0.001031	0.998969	
Cre02.g141011.t1.1	OTHER	0.000170	0.999830	
Cre02.g079600.t1.2	OTHER	0.000448	0.999552	
Cre02.g146300.t1.1	OTHER	0.000865	0.999135	
Cre02.g146300.t2.1	OTHER	0.000865	0.999135	
Cre02.g110500.t1.1	OTHER	0.000631	0.999369	
Cre02.g083750.t1.1	OTHER	0.002491	0.997509	
Cre02.g083750.t2.1	OTHER	0.004428	0.995572	
Cre02.g079450.t1.1	SP(Sec/SPI)	0.972554	0.027446	CS pos: 20-21. SLA-QT. Pr: 0.8363
Cre02.g117650.t1.1	SP(Sec/SPI)	0.542159	0.457841	CS pos: 35-36. CVA-AR. Pr: 0.1489
Cre02.g093700.t1.1	OTHER	0.001584	0.998416	
Cre02.g093700.t2.1	OTHER	0.002101	0.997899	
Cre02.g087800.t1.1	OTHER	0.038399	0.961601	
Cre02.g144800.t1.1	OTHER	0.002579	0.997421	
Cre02.g143607.t1.1	SP(Sec/SPI)	0.776393	0.223607	CS pos: 55-56. AHG-RG. Pr: 0.5292
Cre02.g099251.t1.1	OTHER	0.000304	0.999696	
Cre02.g085800.t1.1	OTHER	0.003803	0.996197	
Cre02.g083450.t1.1	OTHER	0.016831	0.983169	
Cre02.g095090.t1.1	OTHER	0.003853	0.996147	
Cre02.g111014.t1.1	OTHER	0.001228	0.998772	
Cre02.g119250.t1.2	SP(Sec/SPI)	0.636364	0.363636	CS pos: 29-30. ASA-AA. Pr: 0.3486
Cre02.g082200.t1.1	OTHER	0.000880	0.999120	
Cre02.g077700.t1.1	OTHER	0.000921	0.999079	
Cre02.g103200.t1.1	SP(Sec/SPI)	0.976859	0.023141	CS pos: 21-22. VQA-AL. Pr: 0.7995
Cre02.g076466.t1.1	OTHER	0.000826	0.999174	
Cre02.g118151.t1.1	OTHER	0.000914	0.999086	
Cre02.g098850.t1.1	OTHER	0.001943	0.998057	
Cre02.g140981.t1.1	OTHER	0.003563	0.996437	
Cre02.g112000.t1.1	OTHER	0.357830	0.642170	
Cre02.g143667.t1.1	OTHER	0.000613	0.999387	
Cre02.g143327.t1.1	OTHER	0.047441	0.952559	
Cre02.g075650.t1.2	OTHER	0.001766	0.998234	
Cre02.g116850.t1.2	OTHER	0.006647	0.993353	
Cre02.g087150.t1.2	OTHER	0.000548	0.999452	
Cre02.g095112.t1.1	OTHER	0.001587	0.998413	
Cre02.g093300.t1.1	OTHER	0.056264	0.943736	
Cre02.g144500.t1.1	OTHER	0.011442	0.988558	
Cre02.g078226.t2.1	OTHER	0.004243	0.995757	
Cre02.g078226.t1.1	OTHER	0.004243	0.995757	
Cre02.g096800.t1.2	OTHER	0.006285	0.993715	
Cre02.g115900.t1.2	OTHER	0.001805	0.998195	
Cre02.g094150.t1.2	OTHER	0.000283	0.999717	
Cre02.g092750.t1.1	OTHER	0.002195	0.997805	
Cre02.g095040.t1.1	OTHER	0.000955	0.999045	
Cre02.g095126.t1.1	OTHER	0.042567	0.957433	
Cre02.g141426.t1.1	OTHER	0.008016	0.991984	
Cre02.g118100.t1.2	OTHER	0.003628	0.996372	
Cre02.g145300.t1.2	OTHER	0.001263	0.998737	
Cre02.g095350.t1.1	OTHER	0.000885	0.999115	
Cre02.g091100.t1.2	OTHER	0.000746	0.999254	
Cre02.g108601.t1.1	OTHER	0.014802	0.985198	
Cre02.g143527.t1.1	OTHER	0.001654	0.998346	
Cre02.g143527.t2.1	OTHER	0.001603	0.998397	
Cre02.g095143.t1.1	OTHER	0.016267	0.983733	
Cre02.g112550.t1.2	SP(Sec/SPI)	0.945251	0.054749	CS pos: 24-25. VLG-SQ. Pr: 0.7334
Cre02.g108150.t1.1	OTHER	0.004400	0.995600	
Cre02.g141506.t1.1	OTHER	0.004955	0.995045	
Cre02.g104850.t1.2	OTHER	0.000799	0.999201	
Cre02.g110843.t1.2	OTHER	0.001864	0.998136	
Cre02.g074550.t1.2	OTHER	0.000462	0.999538	
Cre02.g074300.t1.1	OTHER	0.000906	0.999094	
Cre02.g143567.t1.1	OTHER	0.008239	0.991761	
Cre02.g094250.t1.1	OTHER	0.008277	0.991723	
Cre02.g094700.t1.2	OTHER	0.000976	0.999024	
Cre02.g090050.t1.1	SP(Sec/SPI)	0.811913	0.188087	CS pos: 33-34. TEF-IP. Pr: 0.3008
Cre02.g142607.t1.1	OTHER	0.000385	0.999615	
Cre02.g095077.t1.1	OTHER	0.000847	0.999153	
Cre02.g107700.t1.1	OTHER	0.001838	0.998162	
Cre02.g143167.t1.1	OTHER	0.004573	0.995427	
Cre02.g143167.t2.1	OTHER	0.004573	0.995427	
Cre02.g080000.t1.2	OTHER	0.076382	0.923618	
Cre02.g114500.t1.2	OTHER	0.002532	0.997468	
Cre02.g085950.t1.2	OTHER	0.000285	0.999715	
Cre02.g076200.t1.1	OTHER	0.001727	0.998273	
Cre02.g100450.t1.1	OTHER	0.002006	0.997994	
Cre02.g097200.t1.1	OTHER	0.001404	0.998596	
Cre02.g143067.t2.1	OTHER	0.011801	0.988199	
Cre02.g143067.t1.1	OTHER	0.011801	0.988199	
Cre02.g095098.t1.1	OTHER	0.004714	0.995286	
Cre02.g095000.t1.2	SP(Sec/SPI)	0.999768	0.000232	CS pos: 24-25. VDA-VD. Pr: 0.7914
Cre02.g115250.t1.1	OTHER	0.001765	0.998235	
Cre02.g096900.t1.2	OTHER	0.006311	0.993689	
Cre02.g141150.t1.1	OTHER	0.001284	0.998716	
Cre02.g119751.t1.1	OTHER	0.001858	0.998142	
Cre02.g141546.t1.1	OTHER	0.098008	0.901992	
Cre02.g115550.t1.2	OTHER	0.001135	0.998865	
Cre02.g113350.t1.2	OTHER	0.002501	0.997499	
Cre02.g095101.t1.1	OTHER	0.010139	0.989861	
Cre02.g107350.t1.1	OTHER	0.000865	0.999135	
Cre02.g143427.t1.1	OTHER	0.001550	0.998450	
Cre02.g114750.t1.2	OTHER	0.002447	0.997553	
Cre02.g096000.t1.1	OTHER	0.002307	0.997693	
Cre02.g096000.t2.1	OTHER	0.002307	0.997693	
Cre02.g144606.t1.1	OTHER	0.001536	0.998464	
Cre02.g144606.t2.1	OTHER	0.001536	0.998464	
Cre02.g117900.t1.1	OTHER	0.003087	0.996913	
Cre02.g113700.t1.2	OTHER	0.000667	0.999333	
Cre02.g141646.t1.1	OTHER	0.001714	0.998286	
Cre02.g095109.t1.1	OTHER	0.002594	0.997406	
Cre02.g115600.t1.1	OTHER	0.004342	0.995658	
Cre02.g095300.t1.1	OTHER	0.000608	0.999392	
Cre02.g074950.t1.1	OTHER	0.005039	0.994961	
Cre02.g110600.t1.2	OTHER	0.004056	0.995944	
Cre02.g140921.t1.1	OTHER	0.047179	0.952821	
Cre02.g143900.t1.1	SP(Sec/SPI)	0.983450	0.016550	CS pos: 26-27. AAA-RE. Pr: 0.4328
Cre02.g093150.t1.2	OTHER	0.001204	0.998796	
Cre02.g093150.t2.1	OTHER	0.001204	0.998796	
Cre02.g081250.t1.2	OTHER	0.001089	0.998911	
Cre02.g078000.t1.1	SP(Sec/SPI)	0.964964	0.035036	CS pos: 21-22. LRA-GH. Pr: 0.5284
Cre02.g117175.t1.1	OTHER	0.008534	0.991466	
Cre02.g102000.t1.2	OTHER	0.029769	0.970231	
Cre02.g100750.t1.2	OTHER	0.039622	0.960378	
Cre02.g084950.t1.2	OTHER	0.003043	0.996957	
Cre02.g141866.t1.1	OTHER	0.005085	0.994915	
Cre02.g141866.t2.1	OTHER	0.005085	0.994915	
Cre02.g142586.t1.1	OTHER	0.006449	0.993551	
Cre02.g095092.t1.1	OTHER	0.000936	0.999064	
Cre02.g099850.t1.1	OTHER	0.001477	0.998523	
Cre02.g143027.t1.1	OTHER	0.131676	0.868324	
Cre02.g143027.t2.1	OTHER	0.131676	0.868324	
Cre02.g104650.t1.1	OTHER	0.000472	0.999528	
Cre02.g104650.t2.1	OTHER	0.000472	0.999528	
Cre02.g111450.t1.2	OTHER	0.003742	0.996258	
Cre02.g142426.t1.1	OTHER	0.000415	0.999585	
Cre02.g083550.t1.1	OTHER	0.004821	0.995179	
Cre02.g146950.t1.1	OTHER	0.001706	0.998294	
Cre02.g145902.t1.1	OTHER	0.004096	0.995904	
Cre02.g112200.t1.2	OTHER	0.002738	0.997262	
Cre02.g073350.t1.2	OTHER	0.006499	0.993501	
Cre02.g093550.t1.1	OTHER	0.002007	0.997993	
Cre02.g084176.t1.1	OTHER	0.001588	0.998412	
Cre02.g073400.t1.1	OTHER	0.002952	0.997048	
Cre02.g114400.t1.2	OTHER	0.005657	0.994343	
Cre02.g083050.t1.1	OTHER	0.000834	0.999166	
Cre02.g082750.t1.2	OTHER	0.002672	0.997328	
Cre02.g119550.t1.2	OTHER	0.000448	0.999552	
Cre02.g097900.t1.2	OTHER	0.001139	0.998861	
Cre02.g076750.t1.1	OTHER	0.001197	0.998803	
Cre02.g117500.t1.2	OTHER	0.146526	0.853474	
Cre02.g078350.t1.2	OTHER	0.000890	0.999110	
Cre02.g098550.t1.1	OTHER	0.148133	0.851867	
Cre02.g141366.t1.1	OTHER	0.000724	0.999276	
Cre02.g142900.t1.2	OTHER	0.001258	0.998742	
Cre02.g110263.t1.1	OTHER	0.001235	0.998765	
Cre02.g110263.t3.1	OTHER	0.001235	0.998765	
Cre02.g110263.t2.1	OTHER	0.001406	0.998594	
Cre02.g144750.t1.1	OTHER	0.009345	0.990655	
Cre02.g076600.t1.2	OTHER	0.001058	0.998942	
Cre02.g079700.t1.2	OTHER	0.000543	0.999457	
Cre02.g117050.t1.1	OTHER	0.003043	0.996957	
Cre02.g117050.t2.1	OTHER	0.003043	0.996957	
Cre02.g117050.t3.1	OTHER	0.003043	0.996957	
Cre02.g142366.t1.1	SP(Sec/SPI)	0.925759	0.074241	CS pos: 30-31. VLA-QP. Pr: 0.8060
Cre02.g099300.t1.2	OTHER	0.000596	0.999404	
Cre02.g077401.t1.1	OTHER	0.000443	0.999557	
Cre02.g111300.t1.1	OTHER	0.000232	0.999768	
Cre02.g111300.t2.1	OTHER	0.002762	0.997238	
Cre02.g073950.t1.2	OTHER	0.005269	0.994731	
Cre02.g074737.t1.2	OTHER	0.002412	0.997588	
Cre02.g102650.t1.1	OTHER	0.070765	0.929235	
Cre02.g104550.t1.2	OTHER	0.000851	0.999149	
Cre02.g109600.t1.2	OTHER	0.001859	0.998141	
Cre02.g142026.t1.1	OTHER	0.028824	0.971176	
Cre02.g103250.t1.1	OTHER	0.105315	0.894685	
Cre02.g142947.t1.1	OTHER	0.021263	0.978737	
Cre02.g105650.t1.2	OTHER	0.000376	0.999624	
Cre02.g078400.t1.1	OTHER	0.000681	0.999319	
Cre02.g098750.t1.1	OTHER	0.000524	0.999476	
Cre02.g075900.t1.1	OTHER	0.001410	0.998590	
Cre02.g095106.t1.1	OTHER	0.002606	0.997394	
Cre02.g084700.t1.2	OTHER	0.007005	0.992995	
Cre02.g097334.t2.1	OTHER	0.001707	0.998293	
Cre02.g097334.t1.1	OTHER	0.001707	0.998293	
Cre02.g101635.t1.2	OTHER	0.000606	0.999394	
Cre02.g078476.t1.1	OTHER	0.058677	0.941323	
Cre02.g075000.t1.1	OTHER	0.012501	0.987499	
Cre02.g075000.t3.1	OTHER	0.061176	0.938824	
Cre02.g075000.t2.1	OTHER	0.012501	0.987499	
Cre02.g075000.t4.1	OTHER	0.164557	0.835443	
Cre02.g075000.t5.1	OTHER	0.061176	0.938824	
Cre02.g095116.t1.1	OTHER	0.002220	0.997780	
Cre02.g109800.t1.1	OTHER	0.001098	0.998902	
Cre02.g115100.t1.1	OTHER	0.000515	0.999485	
Cre02.g081600.t1.1	SP(Sec/SPI)	0.995703	0.004297	CS pos: 24-25. VHA-VT. Pr: 0.8653
Cre02.g100800.t1.1	OTHER	0.002027	0.997973	
Cre02.g087324.t1.1	OTHER	0.001538	0.998462	
Cre02.g074150.t1.1	OTHER	0.000499	0.999501	
Cre02.g074150.t2.1	OTHER	0.000499	0.999501	
Cre02.g147301.t1.1	OTHER	0.003645	0.996355	
Cre02.g109250.t1.1	OTHER	0.001304	0.998696	
Cre02.g141126.t1.1	OTHER	0.008929	0.991071	
Cre02.g073250.t1.1	OTHER	0.000809	0.999191	
Cre02.g083850.t1.1	OTHER	0.082058	0.917942	
Cre02.g083850.t2.1	OTHER	0.082058	0.917942	
Cre02.g127237.t1.1	OTHER	0.002661	0.997339	
Cre02.g145231.t1.2	OTHER	0.003131	0.996869	
Cre02.g095132.t1.1	OTHER	0.001582	0.998418	
Cre02.g112800.t1.1	OTHER	0.000701	0.999299	
Cre02.g102500.t1.1	OTHER	0.003319	0.996681	
Cre02.g099601.t1.1	OTHER	0.002048	0.997952	
Cre02.g081450.t1.2	OTHER	0.072722	0.927278	
Cre02.g118250.t1.1	OTHER	0.000623	0.999377	
Cre02.g143850.t1.1	OTHER	0.001043	0.998957	
Cre02.g095069.t1.1	OTHER	0.014142	0.985858	
Cre02.g118500.t1.1	OTHER	0.000690	0.999310	
Cre02.g142647.t1.1	OTHER	0.006502	0.993498	
